q1 (deg),q2 (deg),q3 (deg),q4 (deg),q5 (deg),q6 (deg),x (mm),y (mm),z (mm),r_x (deg),r_y (deg),r_z (deg)
64.4451,-93.3102,92.276,43.767,75.698,59.5481,-53.6793,-234.038,-19.5107,-95.5163,-13.7627,41.9797
64.448,-74.4272,71.1172,30.027,41.991,44.033,-39.3528,-81.1889,-47.8289,-61.4476,-30.6292,3.33462
64.6972,-83.7217,98.708,16.792,49.117,97.4532,-153.625,-159.131,-15.1923,-70.9207,19.8247,31.1311
64.7603,-72.1617,78.9198,45.34,71.2078,68.2662,-122.991,-112.541,-67.5441,-88.0308,-2.34012,47.8558
64.9327,-66.6831,92.743,25.293,93.4557,94.5673,-266.436,-120.082,-95.6966,-111.017,23.4119,46.7254
65.1957,-68.779,71.5401,43.667,64.083,66.1932,-103.228,-76.4186,-69.9944,-82.6132,-6.14603,39.7583
65.4621,-77.0141,75.4219,-1.0674,83.5109,63.8699,-27.1748,-45.6757,-111.438,-110.146,-26.4367,6.07022
65.5452,-86.9939,94.7741,39.779,70.3082,65.7538,-111.226,-201.506,-18.1196,-88.0189,-6.73412,43.2583
65.6747,-85.2429,82.436,26.987,73.723,99.6551,-37.4015,-142.746,-49.8393,-96.9727,18.8906,20.7348
65.7979,-81.9943,73.1449,4.4543,80.8019,68.2461,31.8531,-79.0804,-88.9935,-106.422,-23.2951,1.68523
65.822,-91.6429,78.8218,25.437,97.2808,62.1401,40.6761,-185.004,-66.95,-123.197,-19.2084,26.0971
65.9721,-95.775,80.143,36.015,56.285,60.0597,55.0407,-219.472,11.5769,-78.549,-21.6376,12.5041
65.995,-82.1931,82.6331,13.888,63.6052,82.0493,-53.2058,-102.574,-49.9533,-87.1747,-2.60523,12.2864
66.0953,-86.355,96.0082,22.959,40.204,82.9379,-111.275,-174.197,12.4107,-61.7197,6.25207,26.1327
66.305,-98.696,99.6528,-1.7279,83.2101,85.8199,-41.027,-192.114,-36.7548,-107.109,-4.88123,0.221307
66.4872,-63.36,90.5107,32.814,48.415,54.465,-261.294,-102.795,-23.4644,-62.3123,-11.6116,40.2233
66.5038,-81.1629,79.9631,40.593,77.0428,92.8197,-57.3661,-144.291,-46.7403,-96.3702,17.1397,36.1706
66.6258,-81.5628,73.5248,-2.5136,55.437,69.3342,33.4403,-64.7685,-50.0874,-77.4238,-24.8191,-14.3981
66.7169,-98.0187,89.0697,33.251,91.0212,52.222,0.306705,-239.375,-25.8517,-115.137,-25.9679,37.2616
66.7599,-69.1211,85.9362,-0.865963,96.14,93.1251,-191.048,-43.7989,-116.671,-119.021,8.45732,12.9587
66.8281,-69.7971,78.8241,36.818,81.1979,85.4131,-148.451,-87.4827,-73.9623,-98.4111,11.5612,43.681
66.847,-76.6812,84.054,21.671,82.334,72.1039,-120.808,-97.8867,-71.29,-103.053,-6.90692,30.5666
66.9358,-62.0828,76.7127,9.45317,94.4859,97.8079,-204.691,-10.1334,-126.479,-116.845,15.7369,18.6642
67.3397,-80.606,79.4927,37.681,72.584,64.3821,-57.3228,-132.901,-37.5575,-91.6446,-12.714,34.3479
67.3558,-89.7418,82.9792,11.969,91.3828,76.652,8.50714,-146.821,-61.1326,-114.718,-10.7497,10.1124
67.393,-73.1489,83.5779,46.365,46.967,40.02,-128.381,-125.949,-5.22687,-58.1636,-25.34,28.7862
67.4749,-76.2257,83.2519,17.282,47.331,68.7079,-108.059,-85.3664,-21.9778,-68.1038,-11.0222,14.0513
67.558,-78.7863,75.8871,10.542,81.9771,59.449,-29.1953,-69.309,-76.6346,-106.01,-27.2126,14.883
67.864,-82.3971,91.891,-4.0546,50.263,72.4058,-104.808,-95.1344,-17.4823,-71.6808,-15.1254,-0.948513
67.9247,-79.4652,88.518,43.264,64.833,60.2689,-122.338,-158.421,-10.0783,-79.394,-12.2538,43.9807
68.3097,-67.1312,74.6312,20.233,41.491,72.3159,-129.815,-34.989,-27.7901,-61.4423,-5.91057,16.7202
68.8701,-92.005,89.6112,-8.44861,56.393,73.1541,0.455695,-130.389,-2.87885,-76.3125,-20.7832,-14.3877
68.952,-87.2162,92.8432,33.771,71.0198,90.6688,-97.8298,-183.892,-0.874129,-88.2698,13.5673,36.9127
69.1067,-84.9037,85.919,30.111,83.166,76.1192,-68.4144,-152.599,-30.1387,-101.563,-3.43294,31.6617
69.1589,-81.0609,92.0491,23.136,44.445,95.0399,-126.953,-140.313,18.5274,-62.028,15.8388,34.0918
69.2202,-84.3531,92.743,-1.6765,98.2898,98.8272,-98.8407,-114.556,-66.8296,-119.718,9.52009,1.74125
69.2637,-72.1331,85.4968,38.657,98.2651,47.776,-170.466,-126.332,-61.8406,-112.533,-23.8875,65.8865
69.3909,-83.8168,72.7708,14.209,56.489,93.725,38.1366,-100.393,-10.259,-77.2671,4.35156,3.40352
69.4912,-94.0963,94.7071,29.231,43.684,86.8822,-51.6985,-216.647,50.3778,-62.4478,7.11639,26.0003
69.5978,-75.462,89.665,38.406,64.1461,93.9989,-162.877,-137.537,-2.9908,-77.3316,19.8861,51.3018
69.6682,-78.2448,83.5521,11.661,50.758,85.3088,-90.7162,-82.0151,-6.35172,-70.6394,1.06224,13.7643
70.0429,-78.914,91.2177,-7.35007,96.3131,58.6669,-128.998,-76.0067,-69.8904,-119.704,-26.8021,19.2306
70.2039,-73.8222,72.6969,6.14331,73.562,62.5968,-46.8073,-25.2942,-53.0146,-93.5561,-26.224,6.08825
70.3002,-75.5622,78.8189,46.069,46.045,75.7989,-78.8008,-123.343,19.852,-60.8676,2.36258,39.7345
70.3231,-65.5212,82.7299,25.852,97.73,45.757,-214.971,-69.0551,-71.1755,-114.928,-28.241,58.7814
70.3947,-82.9712,76.8692,11.412,71.4272,41.418,1.04842,-90.2844,-24.8679,-91.3256,-47.3273,5.80343
70.475,-90.886,86.3929,44.823,91.514,61.3242,-30.9125,-217.08,-8.62167,-107.393,-15.4338,46.4729
70.4881,-64.6291,70.7328,22.949,60.4992,72.5978,-136.372,-11.8914,-35.6277,-78.0393,-8.0709,23.2784
70.499,-96.4019,92.2193,40.945,76.8778,87.7972,-33.8559,-242.463,22.8874,-93.4341,9.00504,34.6903
70.5191,-87.101,79.864,28.789,65.4919,53.573,-2.64389,-148.996,5.84004,-82.9511,-29.6009,15.6793
70.5517,-62.1928,73.0177,27.474,41.566,72.8882,-167.017,-24.6871,-7.82056,-58.1561,-2.79658,26.8202
70.7649,-88.1788,94.1329,43.174,51.748,98.4221,-87.855,-210.239,48.0265,-64.1989,21.9675,50.623
71.041,-83.0852,83.6822,36.972,41.177,51.893,-51.4606,-155.836,42.3813,-54.7652,-20.6717,13.9793
71.0771,-75.3159,92.3659,35.031,75.454,43.087,-186.321,-141.351,-5.29027,-86.5487,-33.0055,48.286
71.1402,-92.8747,89.8839,22.048,65.6747,65.9423,-29.8689,-182.049,22.3116,-83.3451,-18.3349,14.788
72.4442,-68.3842,87.925,-8.70661,83.6152,99.297,-205.328,-19.0269,-44.3693,-101.325,11.8985,8.12754
72.6843,-86.245,78.9983,-5.0444,40.939,72.4327,31.9142,-98.788,37.0405,-56.1028,-18.7866,-21.9689
72.7507,-66.977,83.7372,21.272,62.4828,61.3901,-202.361,-56.0156,0.625792,-75.9906,-17.6288,29.0454
73.3672,-70.8101,87.3222,29.857,43.636,76.6182,-177.815,-102.07,42.9641,-56.6133,0.696025,36.9079
73.4142,-80.076,81.9662,23.497,94.6641,42.825,-76.2059,-109.181,-24.7191,-115.164,-37.6275,42.2443
73.4853,-84.529,98.2898,45.05,61.6268,75.6419,-142.23,-211.366,55.2071,-71.3544,0.241881,52.4014
73.5088,-62.4071,93.069,-7.46209,91.1839,77.4948,-303.53,-35.6942,-38.4595,-106.576,-6.09874,25.2634
73.5798,-84.0558,85.9018,16.171,55.83,99.2489,-62.0044,-120.524,35.5618,-71.4766,13.454,19.6653
73.6148,-98.6559,71.3911,12.691,94.483,98.1351,168.151,-216.116,7.50989,-111.069,2.90669,-17.1535
73.9992,-88.7598,85.7832,43.753,71.0193,72.5691,-38.3078,-196.533,40.7037,-83.9104,-7.28974,37.062
74.029,-82.3082,72.2202,40.338,40.586,73.42,20.0957,-145.34,62.9579,-55.0564,-5.81109,18.941
74.0382,-69.1892,78.7467,6.8905,73.1392,81.4981,-141.812,-15.9973,-13.4874,-88.7162,-4.55688,15.0202
74.0663,-79.2779,90.776,8.71641,96.5147,45.579,-138.847,-100.781,-23.3993,-116.888,-36.1482,37.5148
74.6971,-99.9788,90.3921,49.278,54.216,43.079,7.15887,-281.638,91.3633,-61.6829,-33.2064,17.4825
74.7389,-84.262,76.5271,22.694,66.3422,63.1709,4.01776,-116.825,30.1886,-80.5583,-23.0571,9.68282
74.7698,-80.8208,78.1881,1.3524,94.2607,88.3071,-15.9078,-65.1492,-24.3693,-109.753,-2.51175,-1.01333
74.8959,-68.5779,81.4992,-5.73783,75.2208,68.9979,-156.644,1.2923,-11.8682,-90.3845,-19.5572,6.40228
75.144,-84.2122,75.113,22.62,65.8907,59.5183,14.2941,-115.275,33.8834,-79.2868,-27.0873,7.09117
75.2179,-72.1938,73.1438,13.451,54.357,67.2979,-71.4137,-32.0935,27.8382,-67.6807,-17.8044,4.84535
75.6379,-96.717,81.207,8.10363,73.1312,45.154,82.8103,-178.824,43.9795,-86.1021,-47.1991,-10.4843
75.6889,-90.9519,97.1547,7.7304,96.713,99.729,-89.5352,-165.777,7.58387,-111.481,11.9185,9.64307
75.9702,-75.1617,71.3521,-1.2091,67.0819,94.2802,-11.9618,-16.2327,14.5414,-81.0438,2.53132,-4.64078
75.9908,-78.136,86.5527,-8.08461,62.5613,53.934,-97.4574,-49.5406,30.1287,-73.5415,-35.2758,-9.68775
76.0722,-73.5202,98.9332,-1.7342,86.3419,56.996,-241.695,-90.9759,8.67242,-100.204,-27.6309,27.8717
76.1558,-71.1579,88.2962,27.217,60.1921,84.5439,-192.17,-97.8804,47.3954,-70.9353,4.2895,41.027
76.6721,-97.9168,80.4232,41.559,87.3789,66.3388,58.1095,-248.008,47.9222,-100.434,-18.3406,27.1477
76.691,-76.7099,73.2928,20.227,59.0811,51.606,-35.0297,-66.7533,45.0338,-68.4342,-32.8106,2.56435
76.7099,-98.9911,72.6121,43.872,83.732,64.1128,118.299,-263.976,56.9514,-97.1762,-22.1742,19.7578
76.8697,-81.5709,83.9452,46.38,81.6877,91.2911,-80.5928,-163.561,38.6608,-91.0497,10.8612,47.4439
76.9133,-86.6828,99.5829,45.867,99.5422,98.3379,-142.733,-235.655,30.0966,-107.985,19.1952,55.3528
76.9671,-68.4008,77.2141,12.339,47.867,72.784,-135.915,-27.6154,52.5407,-59.8124,-10.5843,11.2344
77.2078,-86.8971,78.9771,8.04908,74.8947,64.5712,23.1423,-109.619,37.9348,-87.4729,-25.9065,-1.36355
77.2571,-74.0949,84.5342,6.8901,44.101,46.649,-130.888,-63.8916,67.8248,-49.4148,-31.7588,-10.1421
77.2662,-97.4641,70.6491,23.212,92.2892,55.637,148.277,-220.49,37.4775,-108.404,-34.4104,6.33344
77.296,-77.4009,75.3061,-1.9397,74.2588,90.9828,-20.4086,-31.6622,22.1781,-87.0347,-0.422586,-4.3334
77.4278,-91.3593,94.9729,-1.9898,79.0023,91.4297,-57.0194,-140.983,41.6861,-91.5469,1.20963,0.978372
77.4341,-89.5138,72.3199,33.21,78.7318,54.047,66.9583,-170.417,47.845,-91.1343,-32.9993,15.9507
77.5498,-63.7479,96.8482,11.272,80.143,82.7448,-318.282,-92.2475,32.49,-89.4878,1.0369,42.9451
77.8231,-82.9901,96.9158,3.0639,75.9748,62.1459,-147.258,-118.356,45.1224,-87.4499,-24.8359,14.8052
78.152,-91.6618,87.1308,39.912,80.288,74.3779,-29.1819,-209.626,60.2448,-90.5555,-9.19021,34.1674
78.3543,-97.801,75.25,-5.6769,69.7771,62.037,164.619,-181.262,69.5749,-78.5749,-33.6896,-33.3216
78.776,-99.7307,72.6562,13.4,64.2183,42.978,162.378,-224.418,88.8291,-67.8209,-48.147,-29.6861
78.8373,-64.4893,74.834,8.46471,90.23,85.3128,-163.348,9.26925,7.77626,-101.127,-1.49898,18.7869
78.8441,-91.7798,96.0019,16.269,45.32,68.5469,-73.8082,-192.373,106.989,-54.9167,-14.0858,7.1859
78.9318,-64.9849,78.639,36.35,66.4379,50.919,-186.529,-62.333,57.1042,-71.5904,-29.2954,36.9665
79.1971,-76.7958,93.0203,43.772,87.3423,74.4077,-175.039,-169.22,50.3429,-92.724,-6.55438,60.1164
79.4148,-73.2332,99.9851,-7.49079,73.4022,69.8768,-246.082,-83.9329,57.095,-83.3145,-16.8007,15.7891
79.4721,-76.5558,76.3609,1.7286,84.8602,86.1757,-42.7189,-34.562,30.0629,-95.4206,-4.076,1.50239
79.5437,-92.4118,76.365,30.108,66.8808,64.8663,62.5174,-188.883,84.2982,-76.2677,-22.34,7.47879
79.5558,-76.6881,91.0808,19.073,90.7817,53.504,-169.235,-110.354,37.1404,-101.159,-30.8757,39.0116
79.5701,-95.2307,84.6282,47.812,59.9537,89.1402,16.0866,-249.149,105.261,-68.9918,5.31881,35.6995
79.5907,-99.0988,70.3982,14.806,80.2702,55.41,174.99,-223.027,71.4876,-90.5157,-37.657,-13.8716
79.5959,-85.5042,85.169,43.064,57.4871,99.4712,-51.5518,-183.489,96.6672,-65.0556,15.5356,45.6127
79.6348,-87.2769,93.9353,16.967,75.4958,49.343,-100.323,-155.299,67.904,-83.7913,-36.897,18.5555
79.7672,-90.1308,89.6112,43.979,64.2309,80.991,-51.9897,-217.021,95.4046,-72.3972,-1.81282,39.4337
79.9351,-72.0042,71.8609,36.257,91.832,64.2377,-80.9398,-71.8481,31.3909,-100.995,-19.9218,39.7977
80.0009,-62.8672,71.9263,7.00309,91.526,89.5871,-157.616,26.4597,15.5075,-101.414,1.80177,15.4299
80.0193,-95.0772,71.8008,16.311,55.322,54.937,132.303,-195.437,103.436,-60.1422,-33.0423,-23.857
80.2382,-83.6948,72.4259,30.382,40.275,92.6312,31.4541,-143.992,112.846,-49.9377,5.02877,19.8089
80.4312,-82.3042,79.4028,-5.75891,45.529,89.6788,-3.96316,-75.9065,97.8509,-55.2199,-2.00996,-9.34724
80.5298,-85.9912,88.106,33.863,53.087,98.739,-66.6595,-177.094,107.85,-60.7595,13.0428,39.169
80.7441,-80.386,91.7729,29.452,80.6117,85.4733,-144.015,-147.254,68.338,-88.1714,1.1619,39.6414
80.8661,-88.7248,89.5739,10.563,75.0781,89.2869,-50.0301,-140.934,75.4975,-84.2037,0.574241,10.6153
81.1411,-83.0262,73.3111,46.162,65.7641,97.8171,6.43842,-157.896,92.9546,-73.3429,12.5804,37.69
81.313,-71.838,81.9037,32.941,55.407,88.6182,-141.096,-95.086,98.6781,-62.3726,4.52739,41.3218
81.5342,-92.3299,80.9927,27.168,40.078,65.9979,36.0183,-203.903,132.368,-46.5943,-15.6755,-1.24012
81.8722,-77.5779,89.9802,30.016,53.276,93.5359,-144.316,-139.307,112.57,-59.6726,8.3891,43.2453
81.8751,-94.8789,79.9247,43.122,97.9632,84.9502,42.268,-236.656,63.9975,-105.699,-1.46374,28.8245
81.8888,-78.7467,73.275,0.627429,99.218,93.9072,6.28498,-46.7311,35.0855,-107.68,2.45245,-6.38977
81.9152,-81.317,70.9001,1.4471,88.1358,78.6218,49.9581,-61.101,53.2709,-96.424,-13.1804,-8.21581
81.9891,-61.6921,71.8478,2.6087,90.3818,94.9019,-166.089,39.3218,37.9931,-98.7181,6.34618,11.1695
81.9943,-75.7078,82.1593,17.08,40.441,47.442,-101.244,-91.9195,120.152,-40.8997,-27.5609,-8.06002
82.0057,-83.0279,99.4849,23.643,96.7737,54.019,-175.143,-176.819,59.4659,-105.113,-30.5516,48.0612
82.7128,-97.2802,73.8371,-6.72297,74.7349,47.636,175.838,-182.397,95.5311,-77.8305,-46.1615,-38.5138
82.7529,-72.9868,72.1869,-1.7472,90.0019,42.953,-39.8732,-4.87289,52.0173,-100.444,-47.4949,4.80639
83.0078,-95.6118,73.7597,29.081,42.924,95.9309,107.563,-233.455,143.287,-50.3132,5.24673,10.3008
83.4112,-74.492,81.8957,10.337,67.1168,40.56,-115.1,-57.9381,98.0489,-66.028,-45.209,-0.899063
83.4112,-97.2481,85.1627,32.26,46.481,64.4469,33.6517,-247.08,144.255,-50.6999,-18.1312,3.48276
83.4822,-92.1179,88.62,34.941,63.5611,63.0741,-31.1214,-213.408,120.924,-67.7188,-22.0907,20.4855
83.7962,-79.4228,73.746,46.624,51.582,84.9112,-17.8928,-147.217,130.322,-56.7517,-0.421128,37.2092
84.0793,-69.1938,89.2221,33.835,57.8533,53.219,-210.388,-119.626,123.294,-57.0683,-27.8503,33.8933
84.1142,-76.479,78.7061,33.703,95.9739,60.2878,-87.6048,-106.694,68.6912,-102.299,-26.3062,41.1816
84.395,-95.166,91.4561,13.402,67.1317,59.7417,-17.8627,-193.142,120.436,-70.3213,-28.3049,-0.665225
84.6419,-81.7032,93.4408,23.438,75.4287,44.274,-143.232,-150.056,107.385,-76.2021,-42.337,24.4687
84.7072,-65.4919,89.2622,19.874,85.1341,53.408,-256.849,-77.946,88.2429,-88.6661,-33.5705,42.1606
84.8992,-89.1889,82.0659,6.14549,94.3868,67.3861,20.3682,-130.872,79.4562,-100.233,-22.9773,2.55941
85.0252,-73.1432,77.5309,31.173,57.246,76.5878,-101.425,-89.6815,128.859,-61.1184,-9.26759,28.2389
85.1192,-70.8542,81.5158,24.25,71.9411,48.908,-154.128,-71.9389,109.329,-72.3675,-37.3965,22.5556
85.2939,-72.0758,71.6272,31.03,52.125,94.6108,-67.9652,-74.911,135.973,-56.5748,6.07891,32.3119
85.7729,-70.546,99.6379,7.15682,80.3361,71.3819,-275.008,-114.009,107.956,-83.6601,-16.5209,33.3118
85.9649,-62.6862,73.2653,10.88,89.123,64.4641,-172.86,12.2429,87.1372,-93.3808,-24.4694,22.0397
86.1499,-76.5609,97.7099,2.3403,88.6377,96.1669,-208.423,-107.168,98.3476,-92.7964,7.47962,22.463
86.1631,-68.61,89.614,39.989,47.152,72.207,-204.128,-137.466,154.655,-47.4365,-10.5269,48.1458
86.2038,-76.059,99.862,-9.41192,89.9332,59.61,-218.615,-92.2173,96.1262,-94.1816,-29.8022,15.7047
86.2193,-84.615,90.262,30.811,87.0541,97.746,-101.197,-169.638,104.562,-90.7408,9.63592,35.6999
86.2301,-74.2089,75.3439,46.735,61.6021,96.0988,-76.7721,-121.667,136.416,-64.5543,8.16934,49.8115
86.3843,-95.0428,75.5233,20.922,89.594,84.5479,97.9492,-198.876,102.754,-93.3269,-5.92651,1.13835
87.1492,-80.7189,80.0749,10.202,84.0558,82.3048,-43.2088,-85.8368,111.485,-86.9441,-7.75735,8.47538
87.2792,-92.437,80.6518,38.881,75.0833,75.9662,23.9561,-217.559,131.379,-77.5491,-12.8897,23.2088
87.4712,-65.5538,79.5242,34.158,77.5149,64.1071,-190.79,-71.4971,123.63,-77.9767,-24.2011,42.7258
87.5691,-81.1457,92.4742,13.897,69.7037,85.7271,-136.08,-131.477,137.923,-72.2568,-3.3865,23.0926
87.7932,-70.7901,87.9158,20.709,90.0512,94.0722,-200.078,-90.4955,109.849,-92.4706,5.18573,36.9667
87.9502,-64.3701,83.2009,-2.6311,83.5413,88.0648,-216.955,-5.15921,117.913,-85.8895,-1.76083,14.9302
87.9628,-67.2011,93.3171,18.65,86.001,87.0907,-266.319,-103.432,118.283,-87.882,-1.87938,43.9353
88.2418,-89.928,97.3639,14.696,46.56,97.832,-96.2958,-202.629,173.77,-48.2588,6.2701,26.4666
88.3747,-93.5411,72.8012,8.53489,43.381,50.177,122.469,-197.721,176.816,-37.3142,-27.6558,-43.2678
88.4492,-93.8098,79.526,24.605,63.4402,89.94,54.5428,-206.199,154.748,-65.4632,-0.0789567,9.56423
88.5082,-92.3001,83.3189,30.487,78.3571,80.5521,7.98029,-203.026,134.958,-80.017,-9.17863,19.0931
88.601,-96.6608,74.9051,42.949,45.4,66.278,97.6741,-277.99,178.641,-44.6735,-16.7644,3.87031
89.5138,-87.9479,76.8308,39.118,86.869,62.528,17.8253,-187.541,129.8,-87.2619,-27.6701,25.934
89.7252,-76.42,76.2681,4.6499,81.6247,85.3982,-46.8272,-50.3248,138.471,-81.9049,-5.05635,3.30404
89.763,-76.742,76.86,33,89.7991,85.7958,-71.9374,-108.997,127.467,-90.5854,-4.46787,32.4484
89.7882,-78.9839,75.0477,-7.1559,58.9849,55.269,4.86901,-56.8509,169.614,-53.9303,-29.7297,-31.1682
89.9257,-98.5688,87.4958,34.989,82.3839,60.8538,15.2127,-258.545,139.634,-81.5844,-29.2992,19.1248
90.0512,-78.7651,88.9322,3.4566,48.589,76.9202,-119.391,-110.435,184.802,-48.0315,-10.0445,4.08152
90.1492,-73.1277,92.2382,-3.908,62.0313,52.508,-192.646,-77.2235,170.368,-55.8321,-32.7299,-5.60368
90.187,-92.849,79.2212,33.566,49.15,56.727,46.3527,-231.711,184.346,-44.0206,-24.7566,-4.03126
90.2878,-88.4372,88.2361,27.735,80.8042,41.823,-55.8042,-185.079,144.746,-75.8651,-47.9163,16.3057
90.996,-88.5002,72.6001,9.66528,94.063,88.1782,87.1796,-138.965,130.989,-93.3145,-2.28272,-6.81445
91.0292,-94,75.533,-7.22849,74.563,59.3911,138.128,-165.563,158.696,-71.2914,-29.4898,-35.3061
91.2097,-78.211,90.199,25.186,71.9457,97.047,-148.739,-143.557,165.433,-71.4856,5.68233,38.6694
91.6881,-93.7439,94.5461,14.638,90.1761,80.7361,-54.5253,-201.283,141.365,-88.7338,-10.2417,14.5773
91.7712,-99.9542,73.962,27.1,55.608,90.4821,134.187,-277.081,185.988,-54.3278,0.124129,0.747546
91.793,-85.6308,88.675,38.022,51.89,58.562,-71.5576,-211.369,193.362,-45.5391,-25.163,19.0085
91.8079,-89.5711,71.6128,43.193,74.2972,48.551,66.158,-213.954,163.971,-67.4727,-40.2843,9.9838
92.0107,-92.3831,78.635,-3.5835,49.39,71.0708,86.5267,-172.738,198.316,-46.0864,-13.6463,-30.8263
92.135,-94.318,89.2032,22.394,43.232,71.2949,-8.71723,-239.47,203.644,-39.762,-13.0249,2.25198
92.5888,-87.9421,86.771,49.349,70.2297,88.5392,-48.642,-234.636,174.823,-69.0483,-3.49621,46.9012
92.692,-96.3549,93.1578,40.268,96.3629,99.9691,-41.0815,-268.504,136.714,-94.9297,7.98418,35.5707
92.7023,-80.0348,74.2662,23.715,51.459,65.8042,-12.1699,-129.417,203.884,-46.2114,-19.0124,0.715471
92.7258,-72.1933,81.6173,22.793,89.6639,61.2698,-143.945,-85.774,155.564,-87.0574,-30.7288,29.9614
92.8478,-85.3673,82.6933,6.1063,54.589,74.9652,-16.7622,-138.232,201.189,-50.9441,-12.2162,-6.67557
92.9378,-60.6928,75.5261,25.014,53.721,71.8581,-205.011,-47.3682,208.1,-48.8074,-16.8988,27.7063
93.0128,-74.3883,98.7218,-6.37198,50.186,56.581,-222.295,-122.65,209.516,-41.5353,-24.9539,-7.34899
93.0329,-75.7038,72.5869,9.82542,53.241,74.6638,-28.9384,-75.2179,207.613,-49.2869,-12.3888,-3.91273
93.2328,-62.2547,86.7,0.738949,79.3552,67.809,-266.243,-35.9581,178.87,-75.4643,-23.319,18.4358
93.6287,-68.8478,92.3889,-3.5267,70.4709,94.1192,-235.799,-72.0535,192.84,-67.4557,2.37921,20.579
93.9651,-92.3631,71.7011,49.298,63.1829,53.907,84.3321,-259.858,191.364,-53.6234,-32.5968,7.43644
94.3782,-80.6278,82.5712,31.688,46.592,58.7431,-66.2967,-172.44,220.763,-37.5317,-23.2053,8.48325
94.7477,-76.9522,76.1702,34.344,53.271,98.8593,-56.4259,-140.973,218.903,-49.6498,3.83952,38.3315
95.4072,-60.4018,92.4588,17.285,76.016,90.3039,-320.869,-107.592,199.459,-72.7326,-4.08465,48.9194
95.4599,-98.72,93.6717,17.385,82.6251,91.7231,-15.6462,-243.719,176.226,-77.5992,0.0819906,11.9069
95.6358,-71.2662,97.1542,27.423,90.9232,67.8972,-252.101,-165.883,174.103,-87.2656,-27.3384,51.5833
